#{"t_start": 1744979297.9210398, "env_id": "None"}
r,l,t
0.0,1,130.606275
0.0,1,130.65026
0.0,1,130.690279
0.0,1,130.729263
0.0,1,130.76626
0.0,1,130.799263
0.0,1,130.830295
0.0,1,130.864295
0.0,1,130.894296
0.0,1,130.927295
0.0,1,130.966263
0.0,1,131.012267
0.0,1,131.046266
0.0,1,131.087271
0.0,1,131.1293
0.0,1,131.17027
0.0,1,131.305269
0.0,1,131.348264
0.0,1,131.380263
0.0,1,131.411281
0.0,1,131.445265
0.0,1,131.480265
0.0,1,131.511267
0.0,1,131.545301
0.0,1,131.576301
0.0,1,131.610272
0.0,1,131.6483
0.0,1,131.686276
0.0,1,131.722277
0.0,1,131.757271
0.0,1,131.788271
0.0,1,131.823267
0.0,1,131.856266
0.0,1,131.894269
0.0,1,131.927269
0.0,1,131.960268
0.0,1,131.99927
0.0,1,132.029271
0.0,1,132.06027
0.0,1,132.092272
0.0,1,132.120268
0.0,1,132.156269
0.0,1,132.189306
0.0,1,132.22127
0.0,1,132.248304
0.0,1,132.286278
0.0,1,132.31827
0.0,1,132.346271
0.0,1,132.37527
0.0,1,132.40527
0.0,1,132.437275
0.0,1,132.48029
0.0,1,132.524275
0.0,1,132.573272
0.0,1,132.630274
0.0,1,132.676274
0.0,1,132.713275
0.0,1,132.775275
0.0,1,132.816281
0.0,1,132.852279
0.0,1,132.895274
0.0,1,132.936295
0.0,1,132.983283
0.0,1,133.037277
0.0,1,133.140279
0.0,1,133.198278
0.0,1,133.282281
0.0,1,133.343279
0.0,1,133.399294
0.0,1,133.442275
0.0,1,133.477278
0.0,1,133.535293
0.0,1,133.574277
0.0,1,133.622281
0.0,1,133.668283
0.0,1,133.71428
0.0,1,133.771283
0.0,1,133.809285
0.0,1,133.851283
0.0,1,133.893284
0.0,1,133.953285
0.0,1,134.004282
0.0,1,134.057281
0.0,1,134.103288
0.0,1,134.141284
0.0,1,134.195285
0.0,1,134.239283
0.0,1,134.280284
0.0,1,134.315292
0.0,1,134.350288
0.0,1,134.391302
0.0,1,134.434285
0.0,1,134.478283
0.0,1,134.516287
0.0,1,134.559285
0.0,1,134.606296
0.0,1,134.648287
0.0,1,134.703285
0.0,1,134.756287
0.0,1,134.808288
0.0,1,134.859286
0.0,1,134.901289
0.0,1,134.940289
0.0,1,134.981287
0.0,1,135.014288
0.0,1,135.06929
0.0,1,135.12729
0.0,1,135.168287
0.0,1,135.299292
0.0,1,135.341287
0.0,1,135.38229
0.0,1,135.42929
0.0,1,135.489293
0.0,1,135.546291
0.0,1,135.623293
0.0,1,135.673291
0.0,1,135.723293
0.0,1,135.771292
0.0,1,135.809291
0.0,1,135.857295
0.0,1,135.904291
0.0,1,135.956294
0.0,1,135.998297
0.0,1,136.043296
0.0,1,136.103297
0.0,1,136.153295
0.0,1,136.199301
0.0,1,136.235296
0.0,1,136.279298
0.0,1,136.316295
0.0,1,136.353314
0.0,1,136.39231
0.0,1,136.423295
0.0,1,136.454297
0.0,1,136.486297
0.0,1,136.521295
0.0,1,136.552297
0.0,1,136.588302
0.0,1,136.631304
0.0,1,136.665306
0.0,1,136.701297
0.0,1,136.742303
0.0,1,136.774297
0.0,1,136.806296
0.0,1,136.840297
0.0,1,136.873298
0.0,1,136.905298
0.0,1,136.940306
0.0,1,136.9743
0.0,1,137.003302
0.0,1,137.032299
0.0,1,137.071306
0.0,1,137.100333
0.0,1,137.134298
0.0,1,137.175317
0.0,1,137.267302
0.0,1,137.306305
0.0,1,137.343309
0.0,1,137.3783
0.0,1,137.406306
0.0,1,137.438334
0.0,1,137.483318
0.0,1,137.514305
0.0,1,137.544307
0.0,1,137.581306
0.0,1,137.619336
0.0,1,137.657313
0.0,1,137.704306
0.0,1,137.741302
0.0,1,137.777315
0.0,1,137.828312
0.0,1,137.873303
0.0,1,137.920304
0.0,1,137.962304
0.0,1,138.006304
0.0,1,138.051308
0.0,1,138.091305
0.0,1,138.136305
0.0,1,138.174305
0.0,1,138.214309
0.0,1,138.26831
0.0,1,138.333308
0.0,1,138.374307
0.0,1,138.41831
0.0,1,138.455307
0.0,1,138.492307
0.0,1,138.523306
0.0,1,138.554307
0.0,1,138.585307
0.0,1,138.618307
0.0,1,138.648307
0.0,1,138.691309
0.0,1,138.729309
0.0,1,138.761313
0.0,1,138.798319
0.0,1,138.829327
0.0,1,138.858308
0.0,1,138.888319
0.0,1,138.918326
0.0,1,138.949308
0.0,1,138.99031
0.0,1,139.032313
0.0,1,139.071351
0.0,1,139.148328
0.0,1,139.179312
0.0,1,139.209313
0.0,1,139.237354
0.0,1,139.269313
0.0,1,139.29831
0.0,1,139.326334
0.0,1,139.353333
0.0,1,139.389311
0.0,1,139.416337
0.0,1,139.444312
0.0,1,139.471337
0.0,1,139.502312
0.0,1,139.532321
0.0,1,139.559312
0.0,1,139.588312
0.0,1,139.620315
0.0,1,139.653349
0.0,1,139.702318
0.0,1,139.746326
0.0,1,139.783315
0.0,1,139.823316
0.0,1,139.862334
0.0,1,139.904315
0.0,1,139.940316
0.0,1,139.972318
0.0,1,140.004317
0.0,1,140.034316
0.0,1,140.072318
0.0,1,140.108318
0.0,1,140.143317
0.0,1,140.180329
0.0,1,140.210317
0.0,1,140.237319
0.0,1,140.271318
0.0,1,140.29932
0.0,1,140.327329
0.0,1,140.355317
0.0,1,140.391318
0.0,1,140.421317
0.0,1,140.455325
0.0,1,140.497326
0.0,1,140.53632
0.0,1,140.58332
0.0,1,140.626321
0.0,1,140.659342
0.0,1,140.689334
0.0,1,140.727321
0.0,1,140.821328
0.0,1,140.856321
0.0,1,140.887323
0.0,1,140.918321
0.0,1,140.94932
0.0,1,140.981321
0.0,1,141.012323
0.0,1,141.045321
0.0,1,141.074337
0.0,1,141.105322
0.0,1,141.140325
0.0,1,141.173333
0.0,1,141.203322
0.0,1,141.233348
0.0,1,141.266347
0.0,1,141.296323
0.0,1,141.324343
0.0,1,141.353329
0.0,1,141.385326
0.0,1,141.415358
0.0,1,141.449324
0.0,1,141.482346
0.0,1,141.511325
0.0,1,141.539327
0.0,1,141.569328
0.0,1,141.602324
0.0,1,141.631324
0.0,1,141.66134
0.0,1,141.688326
0.0,1,141.722325
0.0,1,141.755358
0.0,1,141.784325
0.0,1,141.816349
0.0,1,141.845328
0.0,1,141.872326
0.0,1,141.900326
0.0,1,141.931359
0.0,1,141.960328
0.0,1,141.988327
0.0,1,142.017327
0.0,1,142.05333
0.0,1,142.082327
0.0,1,142.113363
0.0,1,142.142329
0.0,1,142.17233
0.0,1,142.201366
0.0,1,142.231329
0.0,1,142.26433
0.0,1,142.293329
0.0,1,142.349355
0.0,1,142.538851
0.0,1,142.569849
0.0,1,142.602847
0.0,1,142.633847
0.0,1,142.668849
0.0,1,142.699848
0.0,1,142.732848
0.0,1,142.761867
0.0,1,142.788849
0.0,1,142.817849
0.0,1,142.857851
0.0,1,142.885885
0.0,1,142.914849
0.0,1,142.94285
0.0,1,142.972852
0.0,1,143.001856
0.0,1,143.03085
0.0,1,143.059854
0.0,1,143.093853
0.0,1,143.126851
0.0,1,143.164851
0.0,1,143.198876
0.0,1,143.230851
0.0,1,143.261863
0.0,1,143.295889
0.0,1,143.325862
0.0,1,143.352851
0.0,1,143.382852
0.0,1,143.414884
0.0,1,143.445854
0.0,1,143.477887
0.0,1,143.513853
0.0,1,143.545857
0.0,1,143.574857
0.0,1,143.603875
0.0,1,143.634854
0.0,1,143.666854
0.0,1,143.698854
0.0,1,143.731854
0.0,1,143.760854
0.0,1,143.792859
0.0,1,143.821856
0.0,1,143.851892
0.0,1,143.880856
0.0,1,143.909855
0.0,1,143.935855
